from_stop_id,to_stop_id,transfer_type,min_transfer_time
StopPoint:DUA8754546,StopPoint:DUA76:722,2,336
StopPoint:DUA8754546,StopPoint:DUA76:721,2,336
StopPoint:DUA76:722,StopPoint:DUA8754546,2,336
StopPoint:DUA76:722,StopPoint:DUA76:721,2,252
StopPoint:DUA76:721,StopPoint:DUA8754546,2,336
StopPoint:DUA76:721,StopPoint:DUA76:722,2,252
StopPoint:DUA8754519,StopPoint:DUA76:693,2,336
StopPoint:DUA8754519,StopPoint:DUA76:694,2,336
StopPoint:DUA76:693,StopPoint:DUA8754519,2,336
StopPoint:DUA76:693,StopPoint:DUA76:694,2,252
StopPoint:DUA76:694,StopPoint:DUA8754519,2,336
StopPoint:DUA76:694,StopPoint:DUA76:693,2,252
StopPoint:DUA8754548,StopPoint:DUA76:726,2,336
StopPoint:DUA8754548,StopPoint:DUA76:725,2,336
StopPoint:DUA76:726,StopPoint:DUA8754548,2,336
StopPoint:DUA76:726,StopPoint:DUA76:725,2,252
StopPoint:DUA76:725,StopPoint:DUA8754548,2,336
StopPoint:DUA76:725,StopPoint:DUA76:726,2,252
StopPoint:DUA8754549,StopPoint:DUA76:727,2,336
StopPoint:DUA8754549,StopPoint:DUA76:728,2,336
StopPoint:DUA76:727,StopPoint:DUA8754549,2,336
StopPoint:DUA76:727,StopPoint:DUA76:728,2,252
StopPoint:DUA76:728,StopPoint:DUA8754549,2,336
StopPoint:DUA76:728,StopPoint:DUA76:727,2,252
StopPoint:DUA8739363,StopPoint:DUA76:622,2,336
StopPoint:DUA8739363,StopPoint:DUA76:621,2,336
StopPoint:DUA76:622,StopPoint:DUA8739363,2,336
StopPoint:DUA76:622,StopPoint:DUA76:621,2,252
StopPoint:DUA76:621,StopPoint:DUA8739363,2,336
StopPoint:DUA76:621,StopPoint:DUA76:622,2,252
StopPoint:DUA8754552,StopPoint:DUA76:733,2,336
StopPoint:DUA8754552,StopPoint:DUA76:734,2,336
StopPoint:DUA76:733,StopPoint:DUA8754552,2,336
StopPoint:DUA76:733,StopPoint:DUA76:734,2,252
StopPoint:DUA76:734,StopPoint:DUA8754552,2,336
StopPoint:DUA76:734,StopPoint:DUA76:733,2,252
StopPoint:DUA8754547,StopPoint:DUA76:724,2,336
StopPoint:DUA8754547,StopPoint:DUA76:723,2,336
StopPoint:DUA76:724,StopPoint:DUA8754547,2,336
StopPoint:DUA76:724,StopPoint:DUA76:723,2,252
StopPoint:DUA76:723,StopPoint:DUA8754547,2,336
StopPoint:DUA76:723,StopPoint:DUA76:724,2,252
StopPoint:DUA8754522,StopPoint:DUA76:700,2,336
StopPoint:DUA76:700,StopPoint:DUA8754522,2,336
StopPoint:DUA76:626,StopPoint:DUA76:625,2,252
StopPoint:DUA76:626,StopPoint:DUA8739365,2,336
StopPoint:DUA76:625,StopPoint:DUA76:626,2,252
StopPoint:DUA76:625,StopPoint:DUA8739365,2,336
StopPoint:DUA8739365,StopPoint:DUA76:626,2,336
StopPoint:DUA8739365,StopPoint:DUA76:625,2,336
StopPoint:DUA76:704,StopPoint:DUA76:703,2,252
StopPoint:DUA76:704,StopPoint:DUA8754524,2,336
StopPoint:DUA76:703,StopPoint:DUA76:704,2,252
StopPoint:DUA76:703,StopPoint:DUA8754524,2,336
StopPoint:DUA8754524,StopPoint:DUA76:704,2,336
StopPoint:DUA8754524,StopPoint:DUA76:703,2,336
StopPoint:DUA76:623,StopPoint:DUA76:624,2,252
StopPoint:DUA76:623,StopPoint:DUA8739364,2,336
StopPoint:DUA76:624,StopPoint:DUA76:623,2,252
StopPoint:DUA76:624,StopPoint:DUA8739364,2,336
StopPoint:DUA8739364,StopPoint:DUA76:623,2,336
StopPoint:DUA8739364,StopPoint:DUA76:624,2,336
StopPoint:DUA76:617,StopPoint:DUA76:618,2,252
StopPoint:DUA76:617,StopPoint:DUA8739361,2,336
StopPoint:DUA76:618,StopPoint:DUA76:617,2,252
StopPoint:DUA76:618,StopPoint:DUA8739361,2,336
StopPoint:DUA8739361,StopPoint:DUA76:617,2,336
StopPoint:DUA8739361,StopPoint:DUA76:618,2,336
StopPoint:DUA76:615,StopPoint:DUA76:616,2,252
StopPoint:DUA76:615,StopPoint:DUA8775879,2,336
StopPoint:DUA76:615,StopPoint:DUA8739357,2,336
StopPoint:DUA76:616,StopPoint:DUA76:615,2,252
StopPoint:DUA76:616,StopPoint:DUA8775879,2,336
StopPoint:DUA76:616,StopPoint:DUA8739357,2,336
StopPoint:DUA8775879,StopPoint:DUA76:615,2,336
StopPoint:DUA8775879,StopPoint:DUA76:616,2,336
StopPoint:DUA8775879,StopPoint:DUA8739357,2,259
StopPoint:DUA8739357,StopPoint:DUA76:615,2,336
StopPoint:DUA8739357,StopPoint:DUA76:616,2,336
StopPoint:DUA8739357,StopPoint:DUA8775879,2,252
StopPoint:DUA8775878,StopPoint:DUA8738328,2,420
StopPoint:DUA8738328,StopPoint:DUA8775878,2,420
StopPoint:DUA76:719,StopPoint:DUA76:720,2,252
StopPoint:DUA76:719,StopPoint:DUA8754545,2,336
StopPoint:DUA76:720,StopPoint:DUA76:719,2,252
StopPoint:DUA76:720,StopPoint:DUA8754545,2,336
StopPoint:DUA8754545,StopPoint:DUA76:719,2,336
StopPoint:DUA8754545,StopPoint:DUA76:720,2,336
StopPoint:DUA76:729,StopPoint:DUA76:730,2,252
StopPoint:DUA76:729,StopPoint:DUA8754550,2,336
StopPoint:DUA76:730,StopPoint:DUA76:729,2,252
StopPoint:DUA76:730,StopPoint:DUA8754550,2,336
StopPoint:DUA8754550,StopPoint:DUA76:729,2,336
StopPoint:DUA8754550,StopPoint:DUA76:730,2,336
StopPoint:DUA76:698,StopPoint:DUA8754521,2,336
StopPoint:DUA8754521,StopPoint:DUA76:698,2,336
StopPoint:DUA76:696,StopPoint:DUA8754520,2,336
StopPoint:DUA8754520,StopPoint:DUA76:696,2,336
StopPoint:DUA76:701,StopPoint:DUA76:702,2,252
StopPoint:DUA76:701,StopPoint:DUA8754523,2,336
StopPoint:DUA76:702,StopPoint:DUA76:701,2,252
StopPoint:DUA76:702,StopPoint:DUA8754523,2,336
StopPoint:DUA8754523,StopPoint:DUA76:701,2,336
StopPoint:DUA8754523,StopPoint:DUA76:702,2,336
StopPoint:DUA76:731,StopPoint:DUA76:732,2,252
StopPoint:DUA76:731,StopPoint:DUA8754551,2,336
StopPoint:DUA76:732,StopPoint:DUA76:731,2,252
StopPoint:DUA76:732,StopPoint:DUA8754551,2,336
StopPoint:DUA8754551,StopPoint:DUA76:731,2,336
StopPoint:DUA8754551,StopPoint:DUA76:732,2,336
StopPoint:DUA8738113,StopPoint:DUA76:359,2,336
StopPoint:DUA8738113,StopPoint:DUA76:360,2,336
StopPoint:DUA76:359,StopPoint:DUA8738113,2,336
StopPoint:DUA76:359,StopPoint:DUA76:360,2,252
StopPoint:DUA76:360,StopPoint:DUA8738113,2,336
StopPoint:DUA76:360,StopPoint:DUA76:359,2,252
StopPoint:DUA8738107,StopPoint:DUA76:349,2,336
StopPoint:DUA8738107,StopPoint:DUA76:350,2,336
StopPoint:DUA76:349,StopPoint:DUA8738107,2,336
StopPoint:DUA76:349,StopPoint:DUA76:350,2,252
StopPoint:DUA76:350,StopPoint:DUA8738107,2,336
StopPoint:DUA76:350,StopPoint:DUA76:349,2,252
StopPoint:DUA8738108,StopPoint:DUA76:351,2,336
StopPoint:DUA8738108,StopPoint:DUA76:352,2,336
StopPoint:DUA76:351,StopPoint:DUA8738108,2,336
StopPoint:DUA76:351,StopPoint:DUA76:352,2,252
StopPoint:DUA76:352,StopPoint:DUA8738108,2,336
StopPoint:DUA76:352,StopPoint:DUA76:351,2,252
StopPoint:DUA76:353,StopPoint:DUA76:354,2,252
StopPoint:DUA76:353,StopPoint:DUA8738109,2,336
StopPoint:DUA76:354,StopPoint:DUA76:353,2,252
StopPoint:DUA76:354,StopPoint:DUA8738109,2,336
StopPoint:DUA8738109,StopPoint:DUA76:353,2,336
StopPoint:DUA8738109,StopPoint:DUA76:354,2,336
StopPoint:DUA8738200,StopPoint:DUA76:445,2,336
StopPoint:DUA8738200,StopPoint:DUA76:446,2,336
StopPoint:DUA76:445,StopPoint:DUA8738200,2,336
StopPoint:DUA76:445,StopPoint:DUA76:446,2,252
StopPoint:DUA76:446,StopPoint:DUA8738200,2,336
StopPoint:DUA76:446,StopPoint:DUA76:445,2,252
StopPoint:DUA8775801,StopPoint:DUA8738221,2,252
StopPoint:DUA8738221,StopPoint:DUA8775801,2,252
StopPoint:DUA76:497,StopPoint:DUA76:498,2,252
StopPoint:DUA76:497,StopPoint:DUA8738600,2,336
StopPoint:DUA76:498,StopPoint:DUA76:497,2,252
StopPoint:DUA76:498,StopPoint:DUA8738600,2,336
StopPoint:DUA8738600,StopPoint:DUA76:497,2,336
StopPoint:DUA8738600,StopPoint:DUA76:498,2,336
StopPoint:DUA76:502,StopPoint:DUA76:501,2,252
StopPoint:DUA76:502,StopPoint:DUA8738630,2,336
StopPoint:DUA76:501,StopPoint:DUA76:502,2,252
StopPoint:DUA76:501,StopPoint:DUA8738630,2,336
StopPoint:DUA8738630,StopPoint:DUA76:502,2,336
StopPoint:DUA8738630,StopPoint:DUA76:501,2,336
StopPoint:DUA76:1065,StopPoint:DUA76:1066,2,252
StopPoint:DUA76:1065,StopPoint:DUA8769424,2,131
StopPoint:DUA76:1066,StopPoint:DUA76:1065,2,252
StopPoint:DUA76:1066,StopPoint:DUA8769424,2,131
StopPoint:DUA8769424,StopPoint:DUA76:1065,2,121
StopPoint:DUA8769424,StopPoint:DUA76:1066,2,121
StopPoint:DUA76:503,StopPoint:DUA76:504,2,252
StopPoint:DUA76:503,StopPoint:DUA8738631,2,336
StopPoint:DUA76:503,StopPoint:DUA8775803,2,171
StopPoint:DUA76:504,StopPoint:DUA76:503,2,252
StopPoint:DUA76:504,StopPoint:DUA8738631,2,336
StopPoint:DUA76:504,StopPoint:DUA8775803,2,168
StopPoint:DUA8738631,StopPoint:DUA76:503,2,336
StopPoint:DUA8738631,StopPoint:DUA76:504,2,336
StopPoint:DUA8738631,StopPoint:DUA8775803,2,252
StopPoint:DUA8775803,StopPoint:DUA76:503,2,168
StopPoint:DUA8775803,StopPoint:DUA76:504,2,165
StopPoint:DUA8775803,StopPoint:DUA8738631,2,272
StopPoint:DUA8711371,StopPoint:DUA8775830,2,420
StopPoint:DUA8775830,StopPoint:DUA8711371,2,420
StopPoint:DUA8738184,StopPoint:DUA76:434,2,336
StopPoint:DUA8738184,StopPoint:DUA76:433,2,336
StopPoint:DUA76:434,StopPoint:DUA8738184,2,336
StopPoint:DUA76:434,StopPoint:DUA76:433,2,252
StopPoint:DUA76:433,StopPoint:DUA8738184,2,336
StopPoint:DUA76:433,StopPoint:DUA76:434,2,252
StopPoint:DUA8727605,StopPoint:DUA8753413,2,275
StopPoint:DUA8727605,StopPoint:DUA76:668,2,336
StopPoint:DUA8727605,StopPoint:DUA76:667,2,336
StopPoint:DUA8753413,StopPoint:DUA8727605,2,272
StopPoint:DUA8753413,StopPoint:DUA76:668,2,254
StopPoint:DUA8753413,StopPoint:DUA76:667,2,254
StopPoint:DUA76:668,StopPoint:DUA8727605,2,336
StopPoint:DUA76:668,StopPoint:DUA8753413,2,187
StopPoint:DUA76:668,StopPoint:DUA76:667,2,252
StopPoint:DUA76:667,StopPoint:DUA8727605,2,336
StopPoint:DUA76:667,StopPoint:DUA8753413,2,194
StopPoint:DUA76:667,StopPoint:DUA76:668,2,252
StopPoint:DUA76:247,StopPoint:DUA76:248,2,252
StopPoint:DUA76:247,StopPoint:DUA8727618,2,336
StopPoint:DUA76:248,StopPoint:DUA76:247,2,252
StopPoint:DUA76:248,StopPoint:DUA8727618,2,336
StopPoint:DUA8727618,StopPoint:DUA76:247,2,336
StopPoint:DUA8727618,StopPoint:DUA76:248,2,336
